,id,label
1684,1684,benign
1685,1685,malicious
1686,1686,benign
1687,1687,malicious
1688,1688,malicious
1689,1689,benign
1690,1690,benign
1691,1691,benign
1692,1692,malicious
1693,1693,malicious
1694,1694,benign
1695,1695,benign
1696,1696,benign
1697,1697,malicious
1698,1698,malicious
1699,1699,benign
1700,1700,malicious
1701,1701,malicious
1702,1702,benign
1703,1703,malicious
1704,1704,benign
1705,1705,benign
1706,1706,malicious
1707,1707,malicious
1708,1708,malicious
1709,1709,malicious
1710,1710,benign
1711,1711,malicious
1712,1712,malicious
1713,1713,benign
1714,1714,malicious
1715,1715,malicious
1716,1716,malicious
1717,1717,benign
1718,1718,benign
1719,1719,malicious
1720,1720,benign
1721,1721,malicious
1722,1722,malicious
1723,1723,benign
1724,1724,malicious
1725,1725,benign
1726,1726,malicious
1727,1727,malicious
1728,1728,benign
1729,1729,benign
1730,1730,benign
1731,1731,malicious
1732,1732,malicious
1733,1733,benign
1734,1734,malicious
1735,1735,malicious
1736,1736,malicious
1737,1737,malicious
1738,1738,malicious
1739,1739,benign
1740,1740,benign
1741,1741,benign
1742,1742,benign
1743,1743,malicious
1744,1744,benign
1745,1745,benign
1746,1746,benign
1747,1747,benign
1748,1748,malicious
1749,1749,benign
1750,1750,malicious
1751,1751,benign
1752,1752,benign
1753,1753,benign
1754,1754,benign
1755,1755,benign
1756,1756,benign
1757,1757,benign
1758,1758,benign
1759,1759,malicious
1760,1760,malicious
1761,1761,benign
1762,1762,malicious
1763,1763,benign
1764,1764,benign
1765,1765,malicious
1766,1766,malicious
1767,1767,malicious
1768,1768,malicious
1769,1769,benign
1770,1770,malicious
1771,1771,malicious
1772,1772,benign
1773,1773,benign
1774,1774,malicious
1775,1775,benign
1776,1776,malicious
1777,1777,malicious
1778,1778,benign
1779,1779,benign
1780,1780,malicious
1781,1781,malicious
1782,1782,benign
1783,1783,benign
1784,1784,benign
1785,1785,malicious
1786,1786,malicious
1787,1787,malicious
1788,1788,benign
1789,1789,malicious
1790,1790,benign
1791,1791,malicious
1792,1792,benign
1793,1793,benign
1794,1794,malicious
1795,1795,benign
1796,1796,malicious
1797,1797,benign
1798,1798,benign
1799,1799,benign
1800,1800,benign
1801,1801,malicious
1802,1802,benign
1803,1803,malicious
1804,1804,malicious
1805,1805,malicious
1806,1806,malicious
1807,1807,malicious
1808,1808,benign
1809,1809,benign
1810,1810,malicious
1811,1811,benign
1812,1812,benign
1813,1813,benign
1814,1814,benign
1815,1815,benign
1816,1816,benign
1817,1817,benign
1818,1818,benign
1819,1819,benign
1820,1820,benign
1821,1821,benign
1822,1822,benign
1823,1823,benign
1824,1824,malicious
1825,1825,malicious
1826,1826,benign
1827,1827,malicious
1828,1828,malicious
1829,1829,malicious
1830,1830,malicious
1831,1831,benign
1832,1832,benign
1833,1833,malicious
1834,1834,malicious
1835,1835,malicious
1836,1836,benign
1837,1837,malicious
1838,1838,benign
1839,1839,malicious
1840,1840,benign
1841,1841,malicious
1842,1842,malicious
1843,1843,benign
1844,1844,malicious
1845,1845,malicious
1846,1846,benign
1847,1847,malicious
1848,1848,malicious
1849,1849,malicious
1850,1850,benign
1851,1851,benign
1852,1852,malicious
1853,1853,malicious
1854,1854,benign
1855,1855,malicious
1856,1856,malicious
1857,1857,benign
1858,1858,malicious
1859,1859,malicious
1860,1860,malicious
1861,1861,benign
1862,1862,benign
1863,1863,benign
1864,1864,benign
1865,1865,malicious
1866,1866,malicious
1867,1867,malicious
1868,1868,malicious
1869,1869,benign
1870,1870,benign
1871,1871,malicious
1872,1872,benign
1873,1873,malicious
1874,1874,malicious
1875,1875,benign
1876,1876,malicious
1877,1877,benign
1878,1878,malicious
1879,1879,benign
1880,1880,benign
1881,1881,malicious
1882,1882,malicious
1883,1883,benign
1884,1884,malicious
1885,1885,benign
1886,1886,malicious
1887,1887,benign
1888,1888,malicious
1889,1889,benign
1890,1890,benign
1891,1891,benign
1892,1892,malicious
1893,1893,benign
1894,1894,malicious
1895,1895,malicious
1896,1896,malicious
1897,1897,benign
1898,1898,malicious
1899,1899,malicious
1900,1900,benign
1901,1901,malicious
1902,1902,malicious
1903,1903,malicious
1904,1904,benign
1905,1905,malicious
1906,1906,benign
1907,1907,benign
1908,1908,benign
1909,1909,benign
1910,1910,benign
1911,1911,benign
1912,1912,benign
1913,1913,benign
1914,1914,benign
1915,1915,benign
1916,1916,malicious
1917,1917,benign
1918,1918,malicious
1919,1919,malicious
1920,1920,benign
1921,1921,benign
1922,1922,benign
1923,1923,benign
1924,1924,benign
1925,1925,malicious
1926,1926,benign
1927,1927,malicious
1928,1928,malicious
1929,1929,benign
1930,1930,benign
1931,1931,malicious
1932,1932,malicious
1933,1933,benign
1934,1934,benign
1935,1935,malicious
1936,1936,benign
1937,1937,malicious
1938,1938,benign
1939,1939,benign
1940,1940,benign
1941,1941,benign
1942,1942,malicious
1943,1943,malicious
1944,1944,benign
1945,1945,malicious
1946,1946,malicious
1947,1947,malicious
1948,1948,benign
1949,1949,benign
1950,1950,benign
1951,1951,malicious
1952,1952,benign
1953,1953,malicious
1954,1954,malicious
1955,1955,malicious
1956,1956,benign
1957,1957,benign
1958,1958,benign
1959,1959,malicious
1960,1960,malicious
1961,1961,benign
1962,1962,malicious
1963,1963,malicious
1964,1964,benign
1965,1965,malicious
1966,1966,benign
1967,1967,benign
1968,1968,malicious
1969,1969,benign
1970,1970,benign
1971,1971,benign
1972,1972,malicious
1973,1973,malicious
1974,1974,malicious
1975,1975,benign
1976,1976,benign
1977,1977,benign
1978,1978,malicious
1979,1979,malicious
1980,1980,benign
1981,1981,benign
1982,1982,malicious
1983,1983,malicious
1984,1984,malicious
1985,1985,malicious
1986,1986,malicious
1987,1987,benign
1988,1988,benign
1989,1989,malicious
1990,1990,benign
1991,1991,malicious
1992,1992,malicious
1993,1993,malicious
1994,1994,benign
1995,1995,malicious
1996,1996,malicious
1997,1997,benign
1998,1998,malicious
1999,1999,benign
2000,2000,malicious
2001,2001,benign
2002,2002,benign
2003,2003,benign
2004,2004,benign
2005,2005,benign
2006,2006,benign
2007,2007,malicious
2008,2008,benign
2009,2009,benign
2010,2010,malicious
2011,2011,benign
2012,2012,benign
2013,2013,malicious
2014,2014,malicious
2015,2015,malicious
2016,2016,benign
2017,2017,malicious
2018,2018,benign
2019,2019,malicious
2020,2020,malicious
2021,2021,malicious
2022,2022,malicious
2023,2023,benign
2024,2024,malicious
2025,2025,benign
2026,2026,benign
2027,2027,malicious
2028,2028,malicious
2029,2029,malicious
2030,2030,benign
2031,2031,benign
2032,2032,malicious
2033,2033,benign
2034,2034,malicious
2035,2035,benign
2036,2036,malicious
2037,2037,malicious
2038,2038,benign
2039,2039,benign
2040,2040,benign
2041,2041,malicious
2042,2042,malicious
2043,2043,malicious
2044,2044,benign
2045,2045,benign
2046,2046,benign
2047,2047,benign
2048,2048,benign
2049,2049,malicious
2050,2050,malicious
2051,2051,malicious
2052,2052,benign
2053,2053,malicious
2054,2054,malicious
2055,2055,benign
2056,2056,benign
2057,2057,benign
2058,2058,benign
2059,2059,malicious
2060,2060,benign
2061,2061,benign
2062,2062,benign
2063,2063,benign
2064,2064,benign
2065,2065,benign
2066,2066,benign
2067,2067,benign
2068,2068,malicious
2069,2069,benign
2070,2070,malicious
2071,2071,benign
2072,2072,malicious
2073,2073,benign
2074,2074,malicious
2075,2075,benign
2076,2076,malicious
2077,2077,malicious
2078,2078,benign
2079,2079,benign
2080,2080,benign
2081,2081,benign
2082,2082,malicious
2083,2083,malicious
2084,2084,benign
2085,2085,malicious
2086,2086,benign
2087,2087,benign
2088,2088,malicious
2089,2089,benign
2090,2090,benign
2091,2091,malicious
2092,2092,malicious
2093,2093,benign
2094,2094,malicious
2095,2095,benign
2096,2096,malicious
2097,2097,benign
2098,2098,benign
2099,2099,benign
2100,2100,malicious
2101,2101,malicious
2102,2102,benign
2103,2103,malicious
2104,2104,benign
2105,2105,benign
2106,2106,malicious
2107,2107,malicious
2108,2108,benign
2109,2109,benign
2110,2110,malicious
2111,2111,benign
2112,2112,benign
2113,2113,benign
2114,2114,malicious
2115,2115,malicious
2116,2116,benign
2117,2117,benign
2118,2118,malicious
2119,2119,malicious
2120,2120,malicious
2121,2121,malicious
2122,2122,malicious
2123,2123,benign
2124,2124,malicious
2125,2125,benign
2126,2126,benign
2127,2127,malicious
2128,2128,malicious
2129,2129,benign
2130,2130,malicious
2131,2131,benign
2132,2132,benign
2133,2133,malicious
2134,2134,benign
2135,2135,malicious
2136,2136,benign
2137,2137,benign
2138,2138,benign
2139,2139,malicious
2140,2140,malicious
2141,2141,benign
2142,2142,benign
2143,2143,benign
2144,2144,malicious
2145,2145,benign
2146,2146,benign
2147,2147,benign
2148,2148,benign
2149,2149,benign
2150,2150,benign
2151,2151,benign
2152,2152,malicious
2153,2153,benign
2154,2154,malicious
2155,2155,malicious
2156,2156,benign
2157,2157,malicious
2158,2158,malicious
2159,2159,malicious
2160,2160,benign
2161,2161,malicious
2162,2162,benign
2163,2163,malicious
2164,2164,malicious
2165,2165,benign
2166,2166,benign
2167,2167,benign
2168,2168,malicious
2169,2169,benign
2170,2170,malicious
2171,2171,benign
2172,2172,malicious
2173,2173,malicious
2174,2174,malicious
2175,2175,benign
2176,2176,benign
2177,2177,malicious
2178,2178,malicious
2179,2179,benign
2180,2180,malicious
2181,2181,malicious
2182,2182,malicious
2183,2183,malicious
2184,2184,benign
2185,2185,malicious
2186,2186,benign
2187,2187,malicious
2188,2188,malicious
2189,2189,benign
2190,2190,malicious
2191,2191,benign
2192,2192,benign
2193,2193,benign
2194,2194,malicious
2195,2195,malicious
2196,2196,malicious
2197,2197,benign
2198,2198,malicious
2199,2199,benign
2200,2200,malicious
2201,2201,benign
2202,2202,benign
2203,2203,malicious
2204,2204,benign
2205,2205,malicious
2206,2206,benign
2207,2207,benign
2208,2208,benign
2209,2209,benign
2210,2210,benign
2211,2211,benign
2212,2212,benign
2213,2213,malicious
2214,2214,malicious
2215,2215,malicious
2216,2216,benign
2217,2217,malicious
2218,2218,malicious
2219,2219,benign
2220,2220,malicious
2221,2221,benign
2222,2222,benign
2223,2223,malicious
2224,2224,malicious
2225,2225,malicious
2226,2226,benign
2227,2227,malicious
2228,2228,benign
2229,2229,benign
2230,2230,benign
2231,2231,benign
2232,2232,benign
2233,2233,malicious
2234,2234,malicious
2235,2235,benign
2236,2236,benign
2237,2237,malicious
2238,2238,benign
2239,2239,benign
2240,2240,malicious
2241,2241,benign
2242,2242,malicious
2243,2243,malicious
2244,2244,malicious
2245,2245,malicious
2246,2246,benign
2247,2247,benign
2248,2248,malicious
2249,2249,malicious
2250,2250,benign
2251,2251,benign
2252,2252,malicious
2253,2253,malicious
2254,2254,malicious
2255,2255,benign
2256,2256,malicious
2257,2257,malicious
2258,2258,benign
2259,2259,benign
2260,2260,benign
2261,2261,benign
2262,2262,benign
2263,2263,benign
2264,2264,malicious
2265,2265,benign
2266,2266,malicious
2267,2267,malicious
2268,2268,benign
2269,2269,benign
2270,2270,malicious
2271,2271,benign
2272,2272,benign
2273,2273,malicious
2274,2274,malicious
2275,2275,malicious
2276,2276,malicious
2277,2277,malicious
2278,2278,malicious
2279,2279,malicious
2280,2280,benign
2281,2281,benign
2282,2282,benign
2283,2283,malicious
2284,2284,benign
2285,2285,benign
2286,2286,benign
2287,2287,malicious
2288,2288,malicious
2289,2289,malicious
2290,2290,malicious
2291,2291,benign
2292,2292,malicious
2293,2293,malicious
2294,2294,benign
2295,2295,malicious
2296,2296,malicious
2297,2297,benign
2298,2298,malicious
2299,2299,benign
2300,2300,benign
2301,2301,malicious
2302,2302,malicious
2303,2303,benign
2304,2304,malicious
2305,2305,malicious
2306,2306,malicious
2307,2307,malicious
2308,2308,malicious
2309,2309,benign
2310,2310,malicious
2311,2311,benign
2312,2312,malicious
2313,2313,malicious
2314,2314,malicious
2315,2315,benign
2316,2316,benign
2317,2317,benign
2318,2318,malicious
2319,2319,malicious
2320,2320,malicious
2321,2321,benign
2322,2322,benign
2323,2323,malicious
2324,2324,malicious
2325,2325,benign
2326,2326,benign
2327,2327,benign
2328,2328,benign
2329,2329,benign
2330,2330,benign
2331,2331,benign
2332,2332,benign
2333,2333,malicious
2334,2334,malicious
2335,2335,malicious
2336,2336,benign
2337,2337,benign
2338,2338,benign
2339,2339,benign
2340,2340,malicious
2341,2341,benign
2342,2342,malicious
2343,2343,malicious
2344,2344,benign
2345,2345,malicious
2346,2346,benign
2347,2347,benign
2348,2348,malicious
2349,2349,malicious
2350,2350,malicious
2351,2351,benign
2352,2352,benign
2353,2353,malicious
2354,2354,benign
2355,2355,malicious
2356,2356,benign
2357,2357,malicious
2358,2358,malicious
2359,2359,malicious
2360,2360,malicious
2361,2361,malicious
2362,2362,malicious
2363,2363,benign
2364,2364,benign
2365,2365,malicious
2366,2366,malicious
2367,2367,benign
2368,2368,malicious
2369,2369,malicious
2370,2370,benign
2371,2371,malicious
2372,2372,benign
2373,2373,malicious
2374,2374,benign
2375,2375,malicious
2376,2376,malicious
2377,2377,malicious
2378,2378,malicious
2379,2379,benign
2380,2380,benign
2381,2381,benign
2382,2382,malicious
2383,2383,benign
2384,2384,malicious
2385,2385,malicious
2386,2386,benign
2387,2387,benign
2388,2388,malicious
2389,2389,malicious
2390,2390,malicious
2391,2391,benign
2392,2392,malicious
2393,2393,benign
2394,2394,benign
2395,2395,malicious
2396,2396,benign
2397,2397,benign
2398,2398,malicious
2399,2399,benign
2400,2400,malicious
2401,2401,benign
2402,2402,malicious
2403,2403,benign
2404,2404,benign
2405,2405,benign
2406,2406,malicious
2407,2407,benign
2408,2408,benign
2409,2409,benign
2410,2410,benign
2411,2411,benign
2412,2412,malicious
2413,2413,malicious
2414,2414,malicious
2415,2415,benign
2416,2416,malicious
2417,2417,malicious
2418,2418,benign
2419,2419,benign
2420,2420,benign
2421,2421,benign
2422,2422,malicious
2423,2423,benign
2424,2424,benign
2425,2425,malicious
2426,2426,malicious
2427,2427,benign
2428,2428,malicious
2429,2429,benign
2430,2430,benign
2431,2431,malicious
2432,2432,benign
2433,2433,malicious
2434,2434,malicious
2435,2435,benign
2436,2436,benign
2437,2437,malicious
2438,2438,benign
2439,2439,malicious
2440,2440,malicious
